conceptId,conceptName,vocabularyId,conceptSetName,target
42738800,"Imaging supervision, interpretation and report for injection procedure(s) during cardiac catheterization; ventricular and/or atrial angiography (Deprecated)",CPT4,diagnosticProcedures,Alternative diagnoses
40756943,"Injection procedure during cardiac catheterization including imaging supervision, interpretation, and report; for nonselective pulmonary arterial angiography (List separately in addition to code for primary procedure)",CPT4,diagnosticProcedures,Alternative diagnoses
40757045,"Injection procedure during cardiac catheterization including imaging supervision, interpretation, and report; for selective left ventricular or left atrial angiography (List separately in addition to code for primary procedure)",CPT4,diagnosticProcedures,Alternative diagnoses
40756983,"Injection procedure during cardiac catheterization including imaging supervision, interpretation, and report; for selective right ventricular or right atrial angiography (List separately in addition to code for primary procedure)",CPT4,diagnosticProcedures,Alternative diagnoses
40756942,"Injection procedure during cardiac catheterization including imaging supervision, interpretation, and report; for supravalvular aortography (List separately in addition to code for primary procedure)",CPT4,diagnosticProcedures,Alternative diagnoses
42739255,"Myocardial perfusion imaging; multiple studies, (planar) at rest and/or stress (exercise and/or pharmacologic), and redistribution and/or rest injection, with or without quantification (Deprecated)",CPT4,diagnosticProcedures,Alternative diagnoses
42739254,"Myocardial perfusion imaging; (planar) single study, at rest or stress (exercise and/or pharmacologic), with or without quantification (Deprecated)",CPT4,diagnosticProcedures,Alternative diagnoses
42739106,"Myocardial perfusion imaging; tomographic (SPECT), multiple studies, at rest and/or stress (exercise and/or pharmacologic) and redistribution and/or rest injection, with or without quantification (Deprecated)",CPT4,diagnosticProcedures,Alternative diagnoses
42737651,"Myocardial perfusion imaging; tomographic (SPECT), single study at rest or stress (exercise and/or pharmacologic), with or without quantification (Deprecated)",CPT4,diagnosticProcedures,Alternative diagnoses
42628001,Myocardial strain imaging (quantitative assessment of myocardial mechanics using image-based analysis of local myocardial dynamics) (List separately in addition to code for primary procedure) (Deprecated),CPT4,diagnosticProcedures,Alternative diagnoses
43527915,"Thoracentesis, needle or catheter, aspiration of the pleural space; with imaging guidance",CPT4,diagnosticProcedures,Alternative diagnoses
43527914,"Thoracentesis, needle or catheter, aspiration of the pleural space; without imaging guidance",CPT4,diagnosticProcedures,Alternative diagnoses
3041029,NM Lung Perfusion,LOINC,diagnosticProcedures,Alternative diagnoses
36305612,Troponin I.cardiac panel - Serum or Plasma by High sensitivity method,LOINC,measurements,Disease of interest
4021291,Troponin measurement,SNOMED,measurements,Disease of interest
36304662,Troponin T.cardiac [Interpretation] in Serum or Plasma Qualitative by High sensitivity method,LOINC,measurements,Disease of interest
3033745,Troponin I.cardiac [Mass/volume] in Blood,LOINC,measurements,Disease of interest
3048863,Creatine kinase.MB/Creatine kinase.total [Ratio] in Serum or Plasma,LOINC,measurements,Disease of interest
4265595,Creatine kinase measurement,SNOMED,measurements,Disease of interest
3015620,Creatine kinase panel - Serum or Plasma,LOINC,measurements,Disease of interest
4143902,Myoglobin measurement,SNOMED,measurements,Disease of interest
4012918,Lactate dehydrogenase measurement,SNOMED,measurements,Disease of interest
3021337,Troponin I.cardiac [Mass/volume] in Serum or Plasma,LOINC,measurements,Disease of interest
3032971,Troponin I.cardiac [Mass/volume] in Serum or Plasma by Detection limit <= 0.01 ng/mL,LOINC,measurements,Disease of interest
3006044,Creatine kinase.total/Creatine kinase.MB [Enzymatic activity ratio] in Serum or Plasma,LOINC,measurements,Disease of interest
3006898,Lactate dehydrogenase 1/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis,LOINC,measurements,Disease of interest
4021291,Troponin measurement,SNOMED,measurements,Alternative diagnoses
36305612,Troponin I.cardiac panel - Serum or Plasma by High sensitivity method,LOINC,measurements,Alternative diagnoses
3033745,Troponin I.cardiac [Mass/volume] in Blood,LOINC,measurements,Alternative diagnoses
3048863,Creatine kinase.MB/Creatine kinase.total [Ratio] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
37393605,D-dimer level,SNOMED,measurements,Alternative diagnoses
4322628,D-dimer assay,SNOMED,measurements,Alternative diagnoses
3051714,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,LOINC,measurements,Alternative diagnoses
42870366,Fibrin D-dimer [Mass/volume] in Blood by Rapid immunoassay,LOINC,measurements,Alternative diagnoses
3052648,Fibrin D-dimer [Mass/volume] in Platelet poor plasma by Immunoassay.FEU,LOINC,measurements,Alternative diagnoses
3033464,Fibrin D-dimer [Presence] in Platelet poor plasma by Latex agglutination,LOINC,measurements,Alternative diagnoses
4132152,Complete blood count,SNOMED,measurements,Alternative diagnoses
4035541,"Blood cell count, automated",SNOMED,measurements,Alternative diagnoses
4208414,C-reactive protein measurement,SNOMED,measurements,Alternative diagnoses
4212065,Erythrocyte sedimentation rate measurement,SNOMED,measurements,Alternative diagnoses
4081838,Blood gas analysis,SNOMED,measurements,Alternative diagnoses
4042746,Blood gas measurement,SNOMED,measurements,Alternative diagnoses
4021288,Triacylglycerol lipase measurement,SNOMED,measurements,Alternative diagnoses
4276028,Amylase measurement,SNOMED,measurements,Alternative diagnoses
4146380,Alanine aminotransferase measurement,SNOMED,measurements,Alternative diagnoses
4263457,Aspartate aminotransferase measurement,SNOMED,measurements,Alternative diagnoses
4230636,Alkaline phosphatase measurement,SNOMED,measurements,Alternative diagnoses
3045524,Bilirubin direct and total panel [Mass/volume] - Serum or Plasma,LOINC,measurements,Alternative diagnoses
44791466,Procalcitonin measurement,SNOMED,measurements,Alternative diagnoses
4107893,Blood culture,SNOMED,measurements,Alternative diagnoses
3005745,Bacteria identified in Blood by Aerobe culture,LOINC,measurements,Alternative diagnoses
3025099,Bacteria identified in Sputum by Respiratory culture,LOINC,measurements,Alternative diagnoses
3023419,Bacteria identified in Sputum by Culture,LOINC,measurements,Alternative diagnoses
3021337,Troponin I.cardiac [Mass/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
3032971,Troponin I.cardiac [Mass/volume] in Serum or Plasma by Detection limit <= 0.01 ng/mL,LOINC,measurements,Alternative diagnoses
4253501,Cardiac enzymes/isoenzymes measurement,SNOMED,measurements,Alternative diagnoses
4042917,Creatine kinase isoenzymes measurement,SNOMED,measurements,Alternative diagnoses
3006044,Creatine kinase.total/Creatine kinase.MB [Enzymatic activity ratio] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
3048530,Fibrin D-dimer DDU [Mass/volume] in Platelet poor plasma,LOINC,measurements,Alternative diagnoses
3015823,Fibrin D-dimer [Presence] in Platelet poor plasma,LOINC,measurements,Alternative diagnoses
3038383,Fibrin D-dimer [Titer] in Platelet poor plasma,LOINC,measurements,Alternative diagnoses
4035540,"Blood cell count, manual",SNOMED,measurements,Alternative diagnoses
40760140,CBC W Auto Differential panel - Blood,LOINC,measurements,Alternative diagnoses
40760892,CBC W Ordered Manual Differential panel - Blood,LOINC,measurements,Alternative diagnoses
3005833,Gas panel - Blood,LOINC,measurements,Alternative diagnoses
4118986,Bilirubin measurement,SNOMED,measurements,Alternative diagnoses
37203929,Measurement of level of substance in blood,SNOMED,measurements,Alternative diagnoses
3023368,Bacteria identified in Blood by Culture,LOINC,measurements,Alternative diagnoses
3029151,Bacteria identified in Bronchial specimen,LOINC,measurements,Alternative diagnoses
3018624,Bacteria identified in Nose by Aerobe culture,LOINC,measurements,Alternative diagnoses
3025233,Bacteria identified in Sputum by Aerobe culture,LOINC,measurements,Alternative diagnoses
3035740,Bacteria identified in Throat by Aerobe culture,LOINC,measurements,Alternative diagnoses
3012475,Bacteria identified in Throat by Culture,LOINC,measurements,Alternative diagnoses
4043174,Procedure on coronary arteries,SNOMED,treatmentProcedures,Disease of interest
4060257,Insertion of intra-aortic balloon counterpulsation,SNOMED,treatmentProcedures,Disease of interest
4144062,Intravenous infusion of thrombolytic,SNOMED,treatmentProcedures,Disease of interest
44790938,Injection of thrombolytic,SNOMED,treatmentProcedures,Disease of interest
2008245,Injection or infusion of thrombolytic agent,ICD9Proc,treatmentProcedures,Disease of interest
2001554,Other repair of heart and pericardium,ICD9Proc,treatmentProcedures,Disease of interest
35622031,Intraoperative insertion of cardiac pacemaker,SNOMED,treatmentProcedures,Disease of interest
4275142,Implantation of heart assist system,SNOMED,treatmentProcedures,Disease of interest
2001996,"Implantation or replacement of automatic cardioverter/defibrillator, total system [AICD]",ICD9Proc,treatmentProcedures,Disease of interest
2008264,Injection of anticoagulant,ICD9Proc,treatmentProcedures,Disease of interest
4060257,Insertion of intra-aortic balloon counterpulsation,SNOMED,treatmentProcedures,Alternative diagnoses
4181152,Endovascular repair of thoracic aortic aneurysm using endovascular stent graft,SNOMED,treatmentProcedures,Alternative diagnoses
2107427,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descendin...",CPT4,treatmentProcedures,Alternative diagnoses
42894832,"Replacement of Thoracic Aorta, Ascending/Arch with Synthetic Substitute, Open Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
4149930,Pericardiocentesis,SNOMED,treatmentProcedures,Alternative diagnoses
2106911,Pericardiocentesis; initial,CPT4,treatmentProcedures,Alternative diagnoses
4240305,Thoracentesis,SNOMED,treatmentProcedures,Alternative diagnoses
4142628,Pericardiectomy,SNOMED,treatmentProcedures,Alternative diagnoses
4030257,Incision of pericardium,SNOMED,treatmentProcedures,Alternative diagnoses
4052536,Extracorporeal membrane oxygenation,SNOMED,treatmentProcedures,Alternative diagnoses
2006147,Other myectomy,ICD9Proc,treatmentProcedures,Alternative diagnoses
4128700,Esophagomyotomy,SNOMED,treatmentProcedures,Alternative diagnoses
4141919,Insertion of pleural tube drain,SNOMED,treatmentProcedures,Alternative diagnoses
4083066,Drainage of pleural cavity,SNOMED,treatmentProcedures,Alternative diagnoses
4222936,Pleurodesis,SNOMED,treatmentProcedures,Alternative diagnoses
4242997,Cholecystectomy,SNOMED,treatmentProcedures,Alternative diagnoses
2109364,"Laparoscopy, surgical; cholecystectomy with cholangiography",CPT4,treatmentProcedures,Alternative diagnoses
4067681,Percutaneous cholecystostomy,SNOMED,treatmentProcedures,Alternative diagnoses
2110756,"Injection(s), anesthetic agent(s) and/or steroid; intercostal nerve, single level",CPT4,treatmentProcedures,Alternative diagnoses
4171417,Injection of anesthetic agent into peripheral nerve for analgesia,SNOMED,treatmentProcedures,Alternative diagnoses
2110757,"Injection(s), anesthetic agent(s) and/or steroid; intercostal nerve, each additional level (List separately in addition to code for primary procedure)",CPT4,treatmentProcedures,Alternative diagnoses
4150819,Operative procedure on coronary artery,SNOMED,treatmentProcedures,Alternative diagnoses
2000045,Insertion of four or more vascular stents,ICD9Proc,treatmentProcedures,Alternative diagnoses
2000042,Insertion of one vascular stent,ICD9Proc,treatmentProcedures,Alternative diagnoses
2000044,Insertion of three vascular stents,ICD9Proc,treatmentProcedures,Alternative diagnoses
2000043,Insertion of two vascular stents,ICD9Proc,treatmentProcedures,Alternative diagnoses
2001570,Insertion of percutaneous external heart assist device,ICD9Proc,treatmentProcedures,Alternative diagnoses
35622031,Intraoperative insertion of cardiac pacemaker,SNOMED,treatmentProcedures,Alternative diagnoses
2107408,"Ascending aorta graft, with cardiopulmonary bypass, includes valve suspension, when performed (Deprecated)",CPT4,treatmentProcedures,Alternative diagnoses
2002231,Other repair of vessel,ICD9Proc,treatmentProcedures,Alternative diagnoses
2002085,"Resection of vessel with replacement, thoracic vessels",ICD9Proc,treatmentProcedures,Alternative diagnoses
4196199,Resection of abdominal aorta with replacement,SNOMED,treatmentProcedures,Alternative diagnoses
2727179,"Restriction of Thoracic Aorta, Descending with Intraluminal Device, Percutaneous Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2726503,"Replacement of Thoracic Aorta, Descending with Synthetic Substitute, Open Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
42894868,"Supplement Thoracic Aorta, Ascending/Arch with Synthetic Substitute, Open Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2779553,"Drainage of Pericardial Cavity, Open Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2779556,"Drainage of Pericardial Cavity, Percutaneous Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2779551,"Drainage of Pericardial Cavity with Drainage Device, Open Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2779554,"Drainage of Pericardial Cavity with Drainage Device, Percutaneous Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2001396,Other incision of pleura,ICD9Proc,treatmentProcedures,Alternative diagnoses
46257511,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; daily management, each day, veno-arterial",CPT4,treatmentProcedures,Alternative diagnoses
46257510,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; daily management, each day, veno-venous",CPT4,treatmentProcedures,Alternative diagnoses
2002643,Laparoscopic procedures for creation of esophagogastric sphincteric competence,ICD9Proc,treatmentProcedures,Alternative diagnoses
42736237,"Tube thoracostomy with or without water seal (eg, for abscess, hemothorax, empyema) (separate procedure) (Deprecated)",CPT4,treatmentProcedures,Alternative diagnoses
4304943,Endoscopic retrograde cholangiopancreatography,SNOMED,treatmentProcedures,Alternative diagnoses
4333888,Endoscopic insertion of drain into biliary tract using fluoroscopic guidance,SNOMED,treatmentProcedures,Alternative diagnoses
2749709,"Dilation of Common Bile Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",ICD10PCS,treatmentProcedures,Alternative diagnoses
2749918,"Dilation of Pancreatic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",ICD10PCS,treatmentProcedures,Alternative diagnoses
4232171,Endoscopic catheterization of pancreatic duct system,SNOMED,treatmentProcedures,Alternative diagnoses
46271144,Endoscopic insertion of stent into bile duct,SNOMED,treatmentProcedures,Alternative diagnoses
4340105,Biliary drainage,SNOMED,treatmentProcedures,Alternative diagnoses
43531508,Percutaneous aspiration of substance from gallbladder,SNOMED,treatmentProcedures,Alternative diagnoses
316139,Heart failure,SNOMED,complications,Disease of interest
4064452,ECG: atrial fibrillation,SNOMED,complications,Disease of interest
438777,Papillary muscle disorder,SNOMED,complications,Disease of interest
318450,Cardiac tamponade,SNOMED,complications,Disease of interest
258449,Hemopericardium,SNOMED,complications,Disease of interest
4161701,Pericardial effusion,SNOMED,complications,Disease of interest
4237062,Mural thrombus of heart,SNOMED,complications,Disease of interest
45766241,Subsequent non-ST segment elevation myocardial infarction,SNOMED,complications,Disease of interest
4108218,Subsequent myocardial infarction of inferior wall,SNOMED,complications,Disease of interest
4108677,Subsequent myocardial infarction of anterior wall,SNOMED,complications,Disease of interest
45766114,Subsequent ST segment elevation myocardial infarction,SNOMED,complications,Disease of interest
201965,Shock,SNOMED,complications,Disease of interest
4188331,Chronic pulmonary edema,SNOMED,complications,Disease of interest
4322024,Pulmonary hypertension,SNOMED,complications,Disease of interest
444070,Tachycardia,SNOMED,complications,Disease of interest
321319,Cardiomyopathy,SNOMED,complications,Disease of interest
200451,Chronic passive congestion of liver,SNOMED,complications,Disease of interest
4110961,Generalized ischemic myocardial dysfunction,SNOMED,complications,Disease of interest
44784217,Cardiac arrhythmia,SNOMED,complications,Disease of interest
314658,Cardiomegaly,SNOMED,complications,Disease of interest
319843,Mitral valve disorder,SNOMED,complications,Disease of interest
261600,Acute pulmonary edema,SNOMED,complications,Disease of interest
261880,Atelectasis,SNOMED,complications,Disease of interest
4108680,"Thrombosis of atrium, auricular appendage, and ventricle due to and following acute myocardial infarction",SNOMED,complications,Disease of interest
197320,Acute kidney injury,SNOMED,complications,Disease of interest
42536547,Ischemia of kidney,SNOMED,complications,Disease of interest
4185607,Embolism,SNOMED,complications,Disease of interest
4149782,Thrombosis of vein of lower limb,SNOMED,complications,Disease of interest
381591,Cerebrovascular disease,SNOMED,complications,Disease of interest
43530623,Sequela of cerebrovascular accident,SNOMED,complications,Disease of interest
443551,Apraxia due to cerebrovascular accident,SNOMED,complications,Disease of interest
376713,Cerebral hemorrhage,SNOMED,complications,Disease of interest
44782781,Hemiplegia and/or hemiparesis following stroke,SNOMED,complications,Disease of interest
443454,Cerebral infarction,SNOMED,complications,Disease of interest
4138837,Pericarditis,SNOMED,complications,Disease of interest
4198141,Post infarct angina,SNOMED,complications,Disease of interest
377845,Anoxic encephalopathy,SNOMED,complications,Disease of interest
4256228,Respiratory failure,SNOMED,complications,Disease of interest
444044,Acute tubular necrosis,SNOMED,complications,Disease of interest
436093,Disseminated intravascular coagulation,SNOMED,complications,Disease of interest
4245975,Hepatic failure,SNOMED,complications,Disease of interest
4337543,Hepatic necrosis,SNOMED,complications,Disease of interest
441536,Mixed acid-base balance disorder,SNOMED,complications,Disease of interest
260430,Pneumonia caused by Escherichia coli,SNOMED,complications,Disease of interest
46270027,Pneumonia caused by methicillin resistant Staphylococcus aureus,SNOMED,complications,Disease of interest
46274035,Pneumonia caused by methicillin susceptible Staphylococcus aureus,SNOMED,complications,Disease of interest
37394658,Severe sepsis,SNOMED,complications,Disease of interest
44784217,Cardiac arrhythmia,SNOMED,complications,Alternative diagnoses
4064452,ECG: atrial fibrillation,SNOMED,complications,Alternative diagnoses
321886,Rupture of artery,SNOMED,complications,Alternative diagnoses
318450,Cardiac tamponade,SNOMED,complications,Alternative diagnoses
258449,Hemopericardium,SNOMED,complications,Alternative diagnoses
4161701,Pericardial effusion,SNOMED,complications,Alternative diagnoses
315564,Aortic valve regurgitation,SNOMED,complications,Alternative diagnoses
374384,Cerebral ischemia,SNOMED,complications,Alternative diagnoses
381316,Cerebrovascular accident,SNOMED,complications,Alternative diagnoses
373503,Transient cerebral ischemia,SNOMED,complications,Alternative diagnoses
4163710,Dilated cardiomyopathy,SNOMED,complications,Alternative diagnoses
201965,Shock,SNOMED,complications,Alternative diagnoses
443344,Barrett's esophagus,SNOMED,complications,Alternative diagnoses
4181343,Malignant tumor of esophagus,SNOMED,complications,Alternative diagnoses
4268622,Stricture of esophagus,SNOMED,complications,Alternative diagnoses
25844,Ulcer of esophagus,SNOMED,complications,Alternative diagnoses
4135466,Hemothorax,SNOMED,complications,Alternative diagnoses
254061,Pleural effusion,SNOMED,complications,Alternative diagnoses
4008556,Pseudocyst of pancreas,SNOMED,complications,Alternative diagnoses
4195694,Acute respiratory distress syndrome,SNOMED,complications,Alternative diagnoses
4191650,Acute respiratory distress,SNOMED,complications,Alternative diagnoses
196469,Perforation of gallbladder,SNOMED,complications,Alternative diagnoses
200154,Fistula of gallbladder,SNOMED,complications,Alternative diagnoses
192957,Perforation of bile duct,SNOMED,complications,Alternative diagnoses
4209859,Empyema,SNOMED,complications,Alternative diagnoses
257010,Abscess of lung,SNOMED,complications,Alternative diagnoses
132797,Sepsis,SNOMED,complications,Alternative diagnoses
316139,Heart failure,SNOMED,complications,Alternative diagnoses
261600,Acute pulmonary edema,SNOMED,complications,Alternative diagnoses
4188331,Chronic pulmonary edema,SNOMED,complications,Alternative diagnoses
4322024,Pulmonary hypertension,SNOMED,complications,Alternative diagnoses
444070,Tachycardia,SNOMED,complications,Alternative diagnoses
4237062,Mural thrombus of heart,SNOMED,complications,Alternative diagnoses
4169095,Bradycardia,SNOMED,complications,Alternative diagnoses
434004,Hypervolemia,SNOMED,complications,Alternative diagnoses
197320,Acute kidney injury,SNOMED,complications,Alternative diagnoses
261880,Atelectasis,SNOMED,complications,Alternative diagnoses
437390,Hypoxemia,SNOMED,complications,Alternative diagnoses
43530876,Necrosis of anatomical site,SNOMED,complications,Alternative diagnoses
43020567,Air leaking from lung,SNOMED,complications,Alternative diagnoses
4057432,Mediastinal emphysema,SNOMED,complications,Alternative diagnoses
253796,Pneumothorax,SNOMED,complications,Alternative diagnoses
43021258,Infection associated with implant,SNOMED,complications,Alternative diagnoses
42538935,Perioperative hemorrhage,SNOMED,complications,Alternative diagnoses
4170452,Postoperative renal failure,SNOMED,complications,Alternative diagnoses
443194,Accidental cut during medical care,SNOMED,complications,Alternative diagnoses
434204,Late effect of internal injury to chest,SNOMED,complications,Alternative diagnoses
4180636,Cardiac complication of procedure,SNOMED,complications,Alternative diagnoses
43530623,Sequela of cerebrovascular accident,SNOMED,complications,Alternative diagnoses
443551,Apraxia due to cerebrovascular accident,SNOMED,complications,Alternative diagnoses
372924,Cerebral artery occlusion,SNOMED,complications,Alternative diagnoses
376713,Cerebral hemorrhage,SNOMED,complications,Alternative diagnoses
44782781,Hemiplegia and/or hemiparesis following stroke,SNOMED,complications,Alternative diagnoses
4164092,Acute cerebrovascular insufficiency,SNOMED,complications,Alternative diagnoses
440424,Aphasia,SNOMED,complications,Alternative diagnoses
435642,Disturbance in speech,SNOMED,complications,Alternative diagnoses
40480429,Hemiplegia of nondominant side,SNOMED,complications,Alternative diagnoses
4112024,Occlusion and stenosis of cerebellar arteries,SNOMED,complications,Alternative diagnoses
192671,Gastrointestinal hemorrhage,SNOMED,complications,Alternative diagnoses
4138837,Pericarditis,SNOMED,complications,Alternative diagnoses
435517,Acidosis,SNOMED,complications,Alternative diagnoses
36717032,Acute organ dysfunction due to systemic inflammatory response syndrome,SNOMED,complications,Alternative diagnoses
46273390,Dependence on respirator,SNOMED,complications,Alternative diagnoses
436093,Disseminated intravascular coagulation,SNOMED,complications,Alternative diagnoses
441536,Mixed acid-base balance disorder,SNOMED,complications,Alternative diagnoses
4185607,Embolism,SNOMED,complications,Alternative diagnoses
44782752,Acute deep venous thrombosis of internal jugular vein,SNOMED,complications,Alternative diagnoses
44782421,Acute deep venous thrombosis of upper extremity,SNOMED,complications,Alternative diagnoses
4149782,Thrombosis of vein of lower limb,SNOMED,complications,Alternative diagnoses
4207615,Thrombosis of vein of trunk,SNOMED,complications,Alternative diagnoses
30753,Esophagitis,SNOMED,complications,Alternative diagnoses
4224926,Obstruction of esophagus,SNOMED,complications,Alternative diagnoses
255848,Pneumonia,SNOMED,complications,Alternative diagnoses
438730,Alkalosis,SNOMED,complications,Alternative diagnoses
438791,Pulmonary congestion and hypostasis,SNOMED,complications,Alternative diagnoses
200528,Ascites,SNOMED,complications,Alternative diagnoses
195596,Chronic pancreatitis,SNOMED,complications,Alternative diagnoses
201901,Abscess of liver,SNOMED,complications,Alternative diagnoses
4341763,Gallstone acute pancreatitis,SNOMED,complications,Alternative diagnoses
195856,Cholangitis,SNOMED,complications,Alternative diagnoses
437828,Disorder of calcium metabolism,SNOMED,complications,Alternative diagnoses
4307981,Clostridium difficile colitis,SNOMED,complications,Alternative diagnoses
435515,Hypo-osmolality and or hyponatremia,SNOMED,complications,Alternative diagnoses
317002,Low blood pressure,SNOMED,complications,Alternative diagnoses
4207539,Syndrome of inappropriate vasopressin secretion,SNOMED,complications,Alternative diagnoses
439928,Gangrenous disorder,SNOMED,complications,Alternative diagnoses
195307,Hydrops of gallbladder,SNOMED,complications,Alternative diagnoses
200757,Abscess of peritoneum,SNOMED,complications,Alternative diagnoses
194407,Fistula of bile duct,SNOMED,complications,Alternative diagnoses
201066,Obstruction of bile duct,SNOMED,complications,Alternative diagnoses
4189294,Inflammatory disorder of mediastinum,SNOMED,complications,Alternative diagnoses
196152,Peritonitis,SNOMED,complications,Alternative diagnoses
193242,Perforation of intestine,SNOMED,complications,Alternative diagnoses
193518,Intestinal obstruction,SNOMED,complications,Alternative diagnoses
441607,Abscess of mediastinum,SNOMED,complications,Alternative diagnoses
372892,Metabolic encephalopathy,SNOMED,complications,Alternative diagnoses
434821,Systemic inflammatory response syndrome,SNOMED,complications,Alternative diagnoses
